"Province","District","Market","Commodity","Average Price","Date"
"Kigali City","KICUKIRO","Gahoromani","Mandarine","1200","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","Ifu-ibigori-yo-mumahanga","900","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","Umuceri Thailand","1700","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","Umuceri Pakistani","1500","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","Umuceri - Umuhinde","1500","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","Umuceri-RW","1300","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","Isukari","1600","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","Amavuta ubuto","2400","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","Umuceri - Tz No 2","2000","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","Umuceri-Tz","2300","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","Inyanya","1500","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","Puwaro","1500","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","Ibitonore","1500","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","Urunyogwe","2500","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","Urusenda","1200","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","Imiteja","1000","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","Ubunyobwa","2600","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","Ibishyimbo - Injyamane","1200","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","Ibishyimbo Colta","1200","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","Ibishyimbo/Mutiki","900","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","Ibishyimbo Kiryumukwe","560","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","Ibishyimbo Shyushya","700","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","Ingano","1200","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","Ibigori","300","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","Soya","800","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","Indimu","1200","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","Ibirayi- Kinigi Grade 2","600","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","Imyumbati","500","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","Ibijumba","300","04/18/2024"
"Kigali City","KICUKIRO","Gahoromani","ibirayi - Kirundo","580","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Amatunda","2200","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Amashu","400","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Amashaza","2800","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Amavuta ubuto","2200","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Avoka","1000","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Urunyogwe","2500","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Umuceri - Rw - Luck rice","1350","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Umuceri - RW - Kigori","1150","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Umuceri - Rw - Gikonko","1250","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Umuceri Pakistani","1500","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Umuceri Thailand","1600","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Umuceri - Umuhinde","1500","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Pome","600","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Karoti","800","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Soya","1000","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Tungurusumu","4500","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ibigori","500","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ibijumba","500","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ifu-imyumbati","900","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Igitoki","500","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Imineke","2000","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Imyumbati","600","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ingano","1100","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","inshyushyu","600","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Inyanya","1200","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","ibitunguru-bitukura","1500","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ifu-ibigori","1000","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Indimu","1500","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Imyembe","2700","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Inanasi","600","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ibinyomoro","1800","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ibitunguru-umweru","2500","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ibitonore","1500","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Imiteja","1200","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Inyama-ingurube","3500","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Inyama-ihene","6000","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Isombe","800","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ifu-amasaka","1200","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ibishyimbo/Mutiki","1000","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ibishyimbo Shyushya","800","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ibishyimbo Ibinyarwanda","750","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ibishyimbo Colta","1200","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ibishyimbo - Mugeri","900","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ifi - isambaza","10000","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Inyama-inka- Iroti","6000","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","inyama-inka-imvange","4800","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Inyama - Inkoko - rwanda","6000","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","inyama - inkoko - pondezi","4000","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ifu - Ibigori - Mugurusu","1100","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ifu - Ibigori - Gashumba","1000","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","igi - irinyaRwanda","250","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Igi- Pondeze","150","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ibishyimbo - Injyamane","1300","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Isukari","1800","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","IFI - Tomson","3000","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","IFI - Tilapia","4500","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ibirayi- Kinigi Grade 2","650","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ibirayi- Kinigi Grade 1","680","04/18/2024"
"Kigali City","KICUKIRO","KICUKIRO Center","Ibirayi - Umweru","600","04/18/2024"
"Southern","HUYE","Butare","Amatunda","1900","04/18/2024"
"Southern","HUYE","Butare","inshyushyu","500","04/18/2024"
"Southern","HUYE","Butare","Ibirayi- Kinigi Grade 2","633","04/18/2024"
"Southern","HUYE","Butare","ibirayi - Kuruza","567","04/18/2024"
"Southern","HUYE","Butare","Umuceri-Tz","2167","04/18/2024"
"Southern","HUYE","Butare","Umuceri-RW","1167","04/18/2024"
"Southern","HUYE","Butare","Inyanya","900","04/18/2024"
"Southern","HUYE","Butare","Ubunyobwa","2400","04/18/2024"
"Southern","HUYE","Butare","Ipapayi","433","04/18/2024"
"Southern","HUYE","Butare","Igitoki","467","04/18/2024"
"Southern","HUYE","Butare","Soya","933","04/18/2024"
"Southern","HUYE","Butare","Amasaka","833","04/18/2024"
"Southern","HUYE","Butare","Ibigori","350","04/18/2024"
"Southern","HUYE","Butare","Imyumbati","500","04/18/2024"
"Southern","HUYE","Butare","Ibijumba","300","04/18/2024"
"Southern","HUYE","Butare","Ifu-imyumbati","800","04/18/2024"
"Southern","HUYE","Butare","Karoti","567","04/18/2024"
"Southern","HUYE","Butare","Pome","500","04/18/2024"
"Southern","HUYE","Butare","Mandarine","1000","04/18/2024"
"Southern","HUYE","Butare","Amacunga","1000","04/18/2024"
"Southern","HUYE","Butare","Indimu","700","04/18/2024"
"Southern","HUYE","Butare","Imyembe","2000","04/18/2024"
"Southern","HUYE","Butare","Inanasi","500","04/18/2024"
"Southern","HUYE","Butare","Puwavuro","767","04/18/2024"
"Southern","HUYE","Butare","Tungurusumu","3667","04/18/2024"
"Southern","HUYE","Butare","Ibinyomoro","1400","04/18/2024"
"Southern","HUYE","Butare","Avoka","367","04/18/2024"
"Southern","HUYE","Butare","Imiteja","433","04/18/2024"
"Southern","HUYE","Butare","Konkombure","533","04/18/2024"
"Southern","HUYE","Butare","Beterave","667","04/18/2024"
"Southern","HUYE","Butare","Isombe","400","04/18/2024"
"Southern","HUYE","Butare","Ibiringanya","567","04/18/2024"
"Southern","HUYE","Butare","Ifu-amasaka","1000","04/18/2024"
"Southern","HUYE","Butare","Ibishyimbo Ibinyarwanda","600","04/18/2024"
"Southern","HUYE","Butare","Ibishyimbo - Mushingiriro","700","04/18/2024"
"Southern","HUYE","Butare","Ifi- Indagara-umunyu","3500","04/18/2024"
"Southern","HUYE","Butare","inyama-inka-imvange","3500","04/18/2024"
"Southern","HUYE","Butare","Inyama-inka- Iroti","5000","04/18/2024"
"Southern","HUYE","Butare","Ifu - Ibigori - MINIMEX","1167","04/18/2024"
"Southern","HUYE","Butare","Umuceri - RW - Kigori","1200","04/18/2024"
"Southern","HUYE","Butare","igi - irinyaRwanda","200","04/18/2024"
"Southern","HUYE","Butare","Igi- Pondeze","150","04/18/2024"
"Southern","HUYE","Butare","Umuceri - Rw - Gikonko","1300","04/18/2024"
"Southern","HUYE","Butare","Umuceri - Rw - Luck rice","1300","04/18/2024"
"Southern","HUYE","Butare","Umuceri - Rw - Nyiraburyohe","1200","04/18/2024"
"Southern","HUYE","Butare","Amateke","500","04/18/2024"
"Southern","HUYE","Butare","Isukari","1567","04/18/2024"
"Southern","HUYE","Butare","Amavuta ubuto","2400","04/18/2024"
"Southern","HUYE","Butare","Umuceri Pakistani","1467","04/18/2024"
"Southern","HUYE","Butare","Umuceri Thailand","1600","04/18/2024"
"Southern","HUYE","Butare","IFI - Tilapia","4333","04/18/2024"
"Southern","HUYE","Butare","Umuceri - Umuhinde","1400","04/18/2024"
"Eastern","NGOMA","kibungo","Ifu-imyumbati","800","04/18/2024"
"Eastern","NGOMA","kibungo","Isombe","600","04/18/2024"
"Eastern","NGOMA","kibungo","Ipapayi","500","04/18/2024"
"Eastern","NGOMA","kibungo","Ubunyobwa","2500","04/18/2024"
"Eastern","NGOMA","kibungo","Ingano","1500","04/18/2024"
"Eastern","NGOMA","kibungo","inshyushyu","400","04/18/2024"
"Eastern","NGOMA","kibungo","Indimu","1200","04/18/2024"
"Eastern","NGOMA","kibungo","Umuceri Pakistani","1500","04/18/2024"
"Eastern","NGOMA","kibungo","Umuceri - RW - Kigori","1200","04/18/2024"
"Eastern","NGOMA","kibungo","Umuceri - Umuhinde","1550","04/18/2024"
"Eastern","NGOMA","kibungo","Inyama-ihene","6000","04/18/2024"
"Eastern","NGOMA","kibungo","Gaz","1700","04/18/2024"
"Eastern","NGOMA","kibungo","Isukari","1700","04/18/2024"
"Eastern","NGOMA","kibungo","Ibirayi - Umweru","600","04/18/2024"
"Eastern","NGOMA","kibungo","igi - irinyaRwanda","200","04/18/2024"
"Eastern","NGOMA","kibungo","Igi- Pondeze","180","04/18/2024"
"Eastern","NGOMA","kibungo","Ifi- Indagara-umunyu","4000","04/18/2024"
"Eastern","NGOMA","kibungo","IFI - Tilapia","4000","04/18/2024"
"Eastern","NGOMA","kibungo","Inyama-ingurube","3000","04/18/2024"
"Eastern","NGOMA","kibungo","Ibitunguru-umweru","1700","04/18/2024"
"Eastern","NGOMA","kibungo","ibitunguru-bitukura","1600","04/18/2024"
"Eastern","NGOMA","kibungo","Karoti","767","04/18/2024"
"Eastern","NGOMA","kibungo","Ibirayi- Kinigi Grade 2","650","04/18/2024"
"Eastern","NGOMA","kibungo","Inanasi","450","04/18/2024"
"Eastern","NGOMA","kibungo","Beterave","550","04/18/2024"
"Eastern","NGOMA","kibungo","Ibinyomoro","1300","04/18/2024"
"Eastern","NGOMA","kibungo","Tungurusumu","1800","04/18/2024"
"Eastern","NGOMA","kibungo","Inyama-inka- Iroti","4500","04/18/2024"
"Eastern","NGOMA","kibungo","inyama-inka-imvange","4000","04/18/2024"
"Eastern","NGOMA","kibungo","Inyanya","1000","04/18/2024"
"Eastern","NGOMA","kibungo","Imiteja","800","04/18/2024"
"Eastern","NGOMA","kibungo","Imineke","800","04/18/2024"
"Eastern","NGOMA","kibungo","Igitoki","480","04/18/2024"
"Eastern","NGOMA","kibungo","Imyumbati","450","04/18/2024"
"Eastern","NGOMA","kibungo","Ibijumba","350","04/18/2024"
"Eastern","NGOMA","kibungo","Imyembe","2000","04/18/2024"
"Eastern","NGOMA","kibungo","Ibishyimbo Shyushya","650","04/18/2024"
"Eastern","NGOMA","kibungo","Pome","4000","04/18/2024"
"Eastern","NGOMA","kibungo","Ibishyimbo - Mushingiriro","600","04/18/2024"
"Eastern","NGOMA","kibungo","Ibishyimbo Ibinyarwanda","600","04/18/2024"
"Eastern","NGOMA","kibungo","Avoka","500","04/18/2024"
"Eastern","NGOMA","kibungo","Ibiryo amatungo Maize Bran","200","04/18/2024"
"Eastern","NGOMA","kibungo","Amavuta - Amamesa","4000","04/18/2024"
"Eastern","NGOMA","kibungo","Puwavuro","733","04/18/2024"
"Eastern","NGOMA","kibungo","Amavuta ubuto","2300","04/18/2024"
"Eastern","NGOMA","kibungo","Amashu","100","04/18/2024"
"Eastern","NGOMA","kibungo","Amacunga","800","04/18/2024"
"Eastern","NGOMA","kibungo","Amatunda","1500","04/18/2024"
"Eastern","NGOMA","kibungo","Amasaka","800","04/18/2024"
"Eastern","NGOMA","kibungo","Amakara","11000","04/18/2024"
"Eastern","NGOMA","kibungo","Soya","900","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Konkombure","600","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Imiteja","700","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Sereli","800","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Ibiringanya","300","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Amashu","250","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Dodo","300","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Puwavuro","600","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Beterave","400","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Urusenda","700","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Tungurusumu","1800","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Ibitunguru-umweru","1800","04/18/2024"
"Eastern","KAYONZA","Kabarondo","ibitunguru-bitukura","1500","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Karoti","400","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Inyanya","700","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Avoka","450","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Imineke","800","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Ipapayi","500","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Inanasi","400","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Pome","500","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Mandarine","800","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Indimu","600","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Amacunga","400","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Amatunda","1500","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Ibinyomoro","1000","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Umuceri - Rw - Nyiraburyohe","1200","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Umuceri - RW - Kigori","1100","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Umuceri Pakistani","1400","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Umuceri - Umuhinde","1400","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Ifu-imyumbati","600","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Ifu-ingano","1200","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Ifu-amasaka","700","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Inyama-ingurube","3500","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Inyama-ihene","5000","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Inyama-inka- Iroti","4500","04/18/2024"
"Eastern","KAYONZA","Kabarondo","inyama-inka-imvange","4000","04/18/2024"
"Eastern","KAYONZA","Kabarondo","inyama - inkoko - pondezi","5000","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Urukwavu","2500","04/18/2024"
"Eastern","KAYONZA","Kabarondo","inshyushyu","350","04/18/2024"
"Eastern","KAYONZA","Kabarondo","igi - irinyaRwanda","200","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Igi- Pondeze","150","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Amakara","12000","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Isombe","600","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Ifi- Indagara-umunyu","3500","04/18/2024"
"Eastern","KAYONZA","Kabarondo","IFI - Tomson","3500","04/18/2024"
"Eastern","KAYONZA","Kabarondo","IFI - Tilapia","3500","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Amavuta - Amamesa","2400","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Amavuta ubuto","2300","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Isukari","1500","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Igitoki","370","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Ibihaza","250","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Amateke","220","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Imyumbati","350","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Ibijumba","230","04/18/2024"
"Eastern","KAYONZA","Kabarondo","ibirayi - Kirundo","600","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Ibirayi - Kuruseke","600","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Ibirayi- Kinigi Grade 2","600","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Ingano","1100","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Soya","650","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Amashaza","1700","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Ubunyobwa","2100","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Amasaka","550","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Ibigori","250","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Ibishyimbo/Mutiki","750","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Ibishyimbo Shyushya","600","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Ibishyimbo Ibinyarwanda","500","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Ibishyimbo Colta","900","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Ibishyimbo Kiryumukwe","600","04/18/2024"
"Eastern","KAYONZA","Kabarondo","Ibishyimbo - Mushingiriro","500","04/18/2024"
"Western","RUBAVU","Gisenyi","Ibigori","500","04/18/2024"
"Western","RUBAVU","Gisenyi","Amatunda","2000","04/18/2024"
"Western","RUBAVU","Gisenyi","Ibinyomoro","1500","04/18/2024"
"Western","RUBAVU","Gisenyi","inshyushyu","600","04/18/2024"
"Western","RUBAVU","Gisenyi","ibitunguru-bitukura","1300","04/18/2024"
"Western","RUBAVU","Gisenyi","Ingano","1200","04/18/2024"
"Western","RUBAVU","Gisenyi","Soya","1000","04/18/2024"
"Western","RUBAVU","Gisenyi","Isukari","1800","04/18/2024"
"Western","RUBAVU","Gisenyi","Karoti","800","04/18/2024"
"Western","RUBAVU","Gisenyi","IFI - Tomson","3000","04/18/2024"
"Western","RUBAVU","Gisenyi","Ifi - isambaza","3500","04/18/2024"
"Western","RUBAVU","Gisenyi","IFI - Tilapia","4500","04/18/2024"
"Western","RUBAVU","Gisenyi","Inyama-ingurube","3500","04/18/2024"
"Western","RUBAVU","Gisenyi","Inyama-ihene","5000","04/18/2024"
"Western","RUBAVU","Gisenyi","Inyama-inka- Iroti","5000","04/18/2024"
"Western","RUBAVU","Gisenyi","inyama-inka-imvange","4500","04/18/2024"
"Western","RUBAVU","Gisenyi","inyama - inkoko - pondezi","4000","04/18/2024"
"Western","RUBAVU","Gisenyi","Inyama - Inkoko - rwanda","5000","04/18/2024"
"Western","RUBAVU","Gisenyi","Umuceri - RW - Kigori","1000","04/18/2024"
"Western","RUBAVU","Gisenyi","Umuceri - Rw - Luck rice","1200","04/18/2024"
"Western","RUBAVU","Gisenyi","Umuceri Thailand","1800","04/18/2024"
"Western","RUBAVU","Gisenyi","Umuceri Pakistani","1600","04/18/2024"
"Western","RUBAVU","Gisenyi","Umuceri - Umuhinde","1600","04/18/2024"
"Western","RUBAVU","Gisenyi","Ifu-ingano","1500","04/18/2024"
"Western","RUBAVU","Gisenyi","Ifu-amasaka","1200","04/18/2024"
"Western","RUBAVU","Gisenyi","Ifu-imyumbati","800","04/18/2024"
"Western","RUBAVU","Gisenyi","Ifu - Ibigori - Mugurusu","1200","04/18/2024"
"Western","RUBAVU","Gisenyi","Ifu - Ibigori - MINIMEX","1200","04/18/2024"
"Western","RUBAVU","Gisenyi","Igitoki","400","04/18/2024"
"Western","RUBAVU","Gisenyi","igi - irinyaRwanda","250","04/18/2024"
"Western","RUBAVU","Gisenyi","Igi- Pondeze","150","04/18/2024"
"Western","RUBAVU","Gisenyi","Ibishyimbo Colta","1200","04/18/2024"
"Western","RUBAVU","Gisenyi","Ibishyimbo Ibinyarwanda","800","04/18/2024"
"Western","RUBAVU","Gisenyi","Ibishyimbo Shyushya","800","04/18/2024"
"Western","RUBAVU","Gisenyi","Amateke","1000","04/18/2024"
"Western","RUBAVU","Gisenyi","Imyumbati","700","04/18/2024"
"Western","RUBAVU","Gisenyi","Ibijumba","500","04/18/2024"
"Western","RUBAVU","Gisenyi","Ibirayi - Kuruseke","550","04/18/2024"
"Western","RUBAVU","Gisenyi","ibirayi - Kirundo","550","04/18/2024"
"Western","RUBAVU","Gisenyi","Ibirayi- Kinigi Grade 2","600","04/18/2024"
"Western","RUSIZI","Kamembe","Inyama-ihene","5500","04/18/2024"
